Symbol,Name,Industry,Market Cap
SLM,SLM Corporation,Consumer Finance,5129655278
SLN,Silence Therapeutics,Biotechnology,598032562
SLNG,Stabilis Solutions,"Oil, Gas & Consumable Fuels",88456495
SLNH,Soluna Holdings,Scientific & Technical Instruments,152510520
SLNO,Soleno Therapeutics,Biotechnology,17796847
SLP,Simulations Plus,Health Care Technology,1028541841
SLQT,SelectQuote,Insurance Brokers,457607390
SLRC,SLR Investment,Capital Markets,766188285
SLRX,Salarius Pharmaceuticals,Biotechnology,18590153
SLS,SELLAS Life Sciences Group,Biotechnology,106115133
SLVM,Sylvamo,Paper & Paper Products,1462825728
SLVR,SilverSPAC,Blank Check / SPAC,301715625
SM,SM Energy Company,"Oil, Gas & Consumable Fuels",4746525172
SMAP,SportsMap Tech Acquisition,Blank Check / SPAC,148844509
SMAR,Smartsheet,Software,7047063540
SMBC,Southern Missouri Bancorp,Thrifts & Mortgage Finance,444336219
SMBK,SmartFinancial,Banks,432015478
SMCI,Super Micro Computer,"Technology Hardware, Storage & Periph...",1963014754
SMED,Sharps Compliance,Health Care Providers & Services,113558480
SMFG,Sumitomo Mitsui Financial Group,Banks,43882475517
SMFL,Smart for Life,Packaged Foods,23034058
SMFR,Sema4 Holdings,Health Information Services,752027200
SMG,The Scotts Miracle-Gro Company,Chemicals,6834596344
SMHI,Seacor Marine Holdings,Energy Equipment & Services,209757037
SMID,Smith-Midland,Construction Materials,92495054
SMIH,Summit Healthcare Acquisition,Blank Check / SPAC,250032500
SMIT,Schmitt Industries,"Electronic Equipment, Instruments & C...",18589216
SMLP,Summit Midstream Partners LP,"Oil, Gas & Consumable Fuels",149152656
SMLR,Semler Scientific,Health Care Equipment & Supplies,335970164
SMMF,Summit Financial Group,Banks,326684499
SMMT,Summit Therapeutics,Biotechnology,240399887
SMP,Standard Motor Products,Auto Components,947475192
SMPL,The Simply Good Foods Company,Food Products,3831583989
SMRT,SmartRent,Software-Application,981994174
SMSI,Smith Micro Software,Software,205711550
SMTC,Semtech,Semiconductors & Semiconductor Equipment,4445130703
SMTI,Sanara MedTech,Medical Instruments & Supplies,217360470
SMTS,Sierra Metals,Metals & Mining,192811983
SMWB,Similarweb,Internet Content & Information,969247930
SNA,Snap-on,Machinery,10980562911
SNAP,"Snap, Inc.",Interactive Media & Services,58458562542
SNAX,Stryve Foods,Packaged Foods,13913375
SNBR,Sleep Number,Specialty Retail,1150356350
SNCE,Science 37,Health Information Services,617892862
SNCR,Synchronoss Technologies,Software,152829743
SNCY,Sun Country Airlines Holdings,Airlines,1515102076
SND,Smart Sand,Energy Equipment & Services,154580703
SNDA,Sonida Senior Living,Medical Care Facilities,213546703
SNDL,Sundial Growers,Pharmaceuticals,1453627007
SNDR,Schneider National,Road & Rail,4530278898
SNDX,Syndax Pharmaceuticals,Biotechnology,956164158
SNES,SenesTech,Pharmaceuticals,8914979
SNEX,StoneX Group,Capital Markets,1494428126
SNFCA,Security National Financial,Thrifts & Mortgage Finance,202191000
SNGX,Soligenix,Biotechnology,31352197
SNMP,Evolve Transition Infrastructure LP,"Oil, Gas & Consumable Fuels",59479967
SNN,Smith & Nephew,Health Care Equipment & Supplies,13959567344
SNOA,Sonoma Pharmaceuticals,Pharmaceuticals,12421656
SNOW,Snowflake,IT Services,72084299603
SNP,China Petroleum & Chemical,"Oil, Gas & Consumable Fuels",77740457946
SNPO,Snap One Holdings,Electronics & Computer Distribution,1119268350
SNPS,Synopsys,Software,51023306729
SNPX,Synaptogenix,Biotechnology,52706683
SNRH,Senior Connect Acquisition I,Blank Check / SPAC,508184990
SNSE,Sensei Biotherapeutics,Biotechnology,70877263
SNT,Senstar Technologies,"Electronic Equipment, Instruments & C...",62967723
SNTG,Sentage Holdings,Credit Services,14980000
SNV,Synovus Financial,Banks,7127980510
SNX,Synnex,"Electronic Equipment, Instruments & C...",9853561806
SNY,Sanofi,Pharmaceuticals,1.29599E+11
SO,The Southern Company,Electric Utilities,76877283318
SOFI,SoFi Technologies,Credit Services,7556503547
SOHO,Sotherly Hotels,Equity Real Estate Investment Trusts ...,73162335
SOHU,Sohu.com,Interactive Media & Services,661131966
SOI,Solaris Oilfield Infrastructure,Energy Equipment & Services,516648441
SOL,ReneSola,Construction & Engineering,405238204
SOLO,Electrameccanica Vehicles,Automobiles,257385870
SON,Sonoco Products Company,Containers & Packaging,6099105776
SOND,Sonder Holdings,Lodging,1030408000
SONM,Sonim Technologies,"Technology Hardware, Storage & Periph...",17028215
SONN,Sonnet BioTherapeutics Holdings,Biotechnology,22654223
SONO,Sonos,Household Durables,3601125867
SONX,Sonendo,Medical Devices,105847567
SONY,Sony Group,Household Durables,1.30079E+11
SOPA,Society Pass,Software-Application,80092878
SOPH,SOPHiA GENETICS,Health Information Services,493933086
SOS,SOS Limited,Professional Services,130833279
SOTK,Sono-Tek,"Electronic Equipment, Instruments & C...",106107975
SOVO,Sovos Brands,Packaged Foods,1430662782
SP,SP Plus,Commercial Services & Supplies,729486912
SPB,Spectrum Brands Holdings,Household Products,3617611232
SPCB,SuperCom,"Electronic Equipment, Instruments & C...",18454585
SPCE,Virgin Galactic Holdings,Aerospace & Defense,2761114111
SPCM,"Sound Point Acquisition Corp I,",Blank Check / SPAC,276650000
SPFI,South Plains Financial,Banks,480029457
SPG,Simon Property Group,Equity Real Estate Investment Trusts ...,49449062388
SPGI,S&P Global,Capital Markets,1.42344E+11
SPGS,Simon Property Group Acquisition Holdings,Blank Check / SPAC,421762490
SPH,Suburban Propane Partners,Gas Utilities,1013739768
SPI,SPI Energy Co.,Semiconductors & Semiconductor Equipment,68487094
SPIR,Spire Global,Specialty Business Services,292889087
SPK,SPK Acquisition,Blank Check / SPAC,65404095
SPKB,Silver Spike Acquisition II,Blank Check / SPAC,351828124
SPLK,Splunk,Software,23881627594
SPLP,Steel Partners Holdings LP,Industrial Conglomerates,861559580
SPNE,SeaSpine Holdings,Health Care Equipment & Supplies,447378560
SPNS,Sapiens International,Software,1398100350
SPNT,SiriusPoint,Insurance-Reinsurance,1214430330
SPOK,Spok Holdings,Wireless Telecommunication Services,157545150
SPOT,Spotify Technology,Entertainment,29095364596
SPPI,Spectrum Pharmaceuticals,Biotechnology,228526080
SPR,Spirit AeroSystems Holdings,Aerospace & Defense,5130614233
SPRB,Spruce Biosciences,Biotechnology,47220726
SPRC,SciSparc,Biotechnology,20532549
SPRO,Spero Therapeutics,Biotechnology,281215320
SPSC,SPS Commerce,Software,4723855868
SPT,Sprout Social,Software,4343770056
SPTK,SportsTek Acquisition,Blank Check / SPAC,210665625
SPTN,SpartanNash Company,Food & Staples Retailing,1185056883
SPWH,Sportsman's Warehouse Holdings,Specialty Retail,500232125
SPWR,SunPower,Semiconductors & Semiconductor Equipment,3718531572
SPXC,SPX Corporation,Machinery,2262231760
SQ,Block,IT Services,81266171851
SQFT,Presidio Property Trust,REIT-Diversified,44142322
SQL,SeqLL,Diagnostics & Research,16371138
SQM,Sociedad Quimica y Minera de Chile,Chemicals,24450613228
SQNS,Sequans Communications,Semiconductors & Semiconductor Equipment,141441168
SQSP,Squarespace,Software-Infrastructure,3567482622
SQZ,SQZ Biotechnologies Company,Biotechnology,135389951
SR,Spire,Gas Utilities,3713594352
SRAD,Sportradar Group AG,Software-Application,4922478080
SRAX,"SRAX, Inc.",Media,126299670
SRC,Spirit Realty Capital,Equity Real Estate Investment Trusts ...,5878871012
SRCE,1st Source,Banks,1182006625
SRCL,Stericycle,Commercial Services & Supplies,5415543243
SRDX,SurModics,Health Care Equipment & Supplies,633532080
SRE,Sempra Energy,Multi-Utilities,53087588303
SREV,ServiceSource International,IT Services,128845590
SRG,Seritage Growth Properties,Equity Real Estate Investment Trusts ...,719065212
SRGA,Surgalign Holdings,Medical Devices,60480535
SRI,Stoneridge,Auto Components,564549495
SRL,Scully Royalty,Capital Markets,145129770
SRLP,Sprague Resources LP,"Oil, Gas & Consumable Fuels",433656285
SRNE,Sorrento Therapeutics,Biotechnology,801072640
SRPT,Sarepta Therapeutics,Biotechnology,6808126908
SRRA,Sierra Oncology,Biotechnology,758466422
SRRK,Scholar Rock Holding,Biotechnology,454984787
SRSA,Sarissa Capital Acquisition,Blank Check / SPAC,247499980
SRT,Startek,IT Services,179329053
SRTS,Sensus Healthcare,Health Care Equipment & Supplies,168568829
SRZN,Surrozen,Biotechnology,105731366
SSAA,Science Strategic Acquisition Alpha,Blank Check / SPAC,380750654
SSB,South State,Banks,6220943286
SSBI,Summit State Bank,Banks,114309396
SSBK,Southern States Bancshares,Banks-Regional,201859708
SSD,Simpson Manufacturing Company,Building Products,4727396269
SSIC,Silver Spike Investment,Drug Manufacturers-Specialty & Generic,82650043
SSKN,STRATA Skin Sciences,Health Care Equipment & Supplies,51042811
SSL,Sasol,Chemicals,15363851245
SSNC,SS&C Technologies Holdings,Software,19235053505
SSNT,SilverSun Technologies,Software,16743946
SSP,The E.W. Scripps Company,Media,1718434934
SSRM,SSR Mining,Metals & Mining,4619265021
SSSS,SuRo Capital,Capital Markets,268744249
SST,System1,Specialty Business Services,1185417724
SSTI,ShotSpotter,Software,336565152
SSTK,Shutterstock,Internet & Direct Marketing Retail,3384128176
SSU,SIGNA Sports United,Specialty Retail,2675783936
SSY,SunLink Health Systems,Health Care Providers & Services,10153059
SSYS,Stratasys,"Technology Hardware, Storage & Periph...",1669021806
ST,Sensata Technologies Holding,Electrical Equipment,8015840738
STAA,STAAR Surgical Company,Health Care Equipment & Supplies,3816078316
STAB,Statera Biopharma,Biotechnology,15756489
STAF,Staffing 360 Solutions,Professional Services,13799360
STAG,Stag Industrial,Equity Real Estate Investment Trusts ...,7425839088
STAR,iStar,Equity Real Estate Investment Trusts ...,1615776881
STBA,S&T Bancorp,Banks,1085698404
STC,Stewart Information Services,Insurance,1635136580
STCN,Steel Connect,IT Services,77990431
STE,Steris,Health Care Equipment & Supplies,24207705998
STEM,"Stem, Inc.",Electrical Equipment,1689418495
STEP,StepStone Group,Asset Management,2009760510
STER,Sterling Check,Software-Infrastructure,2545074154
STET,ST Energy Transition I,Blank Check / SPAC,297648730
STG,Sunlands Technology Group,Diversified Consumer Services,57871120
STGW,Stagwell,Advertising Agencies,3451959549
STIM,Neuronetics,Health Care Equipment & Supplies,80682230
STKL,SunOpta,Food Products,539544574
STKS,The ONE Group Hospitality,"Hotels, Restaurants & Leisure",338247544
STLA,Stellantis,Automobiles,50970820603
STLD,Steel Dynamics,Metals & Mining,15811486656
STM,STMicroelectronics,Semiconductors & Semiconductor Equipment,39408340982
STN,Stantec,Professional Services,5585395189
STNE,StoneCo,IT Services,3614492664
STNG,Scorpio Tankers,"Oil, Gas & Consumable Fuels",1247939824
STOK,Stoke Therapeutics,Biotechnology,786411117
STON,StoneMor,Diversified Consumer Services,308739486
STOR,STORE Capital,Equity Real Estate Investment Trusts ...,8031702509
STRA,Strategic Education,Diversified Consumer Services,1661491267
STRC,Sarcos Technology & Robotics,Computer Hardware,950284986
STRE,Supernova Partners Acquisition Company III,Blank Check / SPAC,343564534
STRL,Sterling Construction Company,Construction & Engineering,810115706
STRM,Streamline Health Solutions,Health Care Technology,76160960
STRN,Stran & Company,Advertising Agencies,35033775
STRO,Sutro Biopharma,Biotechnology,381253464
STRR,Star Equity Holdings,Diagnostics & Research,16928415
STRS,Stratus Properties,Real Estate Management & Development,355194600
STRT,STRATTEC Security,Auto Components,149255950
STRY,Starry Group Holdings,Shell Companies,0
STSA,Satsuma Pharmaceuticals,Pharmaceuticals,119873280
STT,State Street,Capital Markets,31891759043
STTK,Shattuck Labs,Biotechnology,180470222
STVN,Stevanato Group S.p.A.,Medical Instruments & Supplies,5325764080
STWD,Starwood Property Trust,Mortgage Real Estate Investment Trust...,7645164529
STX,Seagate Technology Holdings,"Technology Hardware, Storage & Periph...",19678930919
STXB,Spirit of Texas Bancshares,Banks,458741052
STXS,Stereotaxis,Health Care Equipment & Supplies,278400862
STZ,Constellation Brands,Beverages,43760799539
SU,Suncor Energy,"Oil, Gas & Consumable Fuels",46650302461
SUAC,ShoulderUp Technology Acquisition,Blank Check / SPAC,412565980
SUI,Sun Communities,Equity Real Estate Investment Trusts ...,20820244338
SUM,Summit Materials,Construction Materials,3687753706
SUMO,Sumo Logic,Software,1331523706
SUMR,Summer Infant,Leisure Products,25478571
SUN,Sunoco LP,"Oil, Gas & Consumable Fuels",3417846753
SUNL,Sunlight Financial Holdings,Credit Services,427410622
SUNS,SLR Senior Investment,Capital Markets,227253840
SUNW,Sunworks,Electrical Equipment,73845576
SUP,Superior Industries International,Auto Components,125136373
SUPN,Supernus Pharmaceuticals,Pharmaceuticals,1718803456
SUPV,Grupo Supervielle,Banks,184515887
SURF,Surface Oncology,Biotechnology,138059454
SURG,SurgePays,Wireless Telecommunication Services,49159104
SUZ,Suzano,Paper & Forest Products,15677935609
SV,Spring Valley Acquisition,Blank Check / SPAC,301012510
SVC,Service Properties Trust,Equity Real Estate Investment Trusts ...,1457762298
SVFA,SVF Investment,Shell Companies,626600249
SVFB,SVF Investment 2,Blank Check / SPAC,289493100
SVFC,SVF Investment 3,Shell Companies,406706400
SVFD,Save Foods,Agricultural Inputs,16137605
SVM,Silvercorp Metals,Metals & Mining,641123709
SVNA,7 Acquisition,Blank Check / SPAC,248250000
SVRA,Savara,Biotechnology,149168383
SVT,Servotronics,Electrical Equipment,36512419
SVVC,Firsthand Technology Value Fund,Securities and Commodity Exchanges,25338457
SWAG,"Software Acquisition Group, Inc. III",Blank Check / SPAC,284385274
SWAV,ShockWave Medical,Health Care Equipment & Supplies,7393130496
SWBI,Smith & Wesson Brands,Leisure Products,688573880
SWCH,Switch,IT Services,7446111722
SWET,Athlon Acquisition,Blank Check / SPAC,337409980
SWI,SolarWinds,Software,2137692533
SWIM,Latham Group,Building Products & Equipment,1582497786
SWIR,Sierra Wireless,Communications Equipment,689353518
SWK,Stanley Black & Decker,Machinery,22843223969
SWKH,SWK Holdings,Diversified Financial Services,216558567
SWKS,Skyworks Solutions,Semiconductors & Semiconductor Equipment,21547511679
SWM,Schweitzer-Mauduit International,Paper & Forest Products,872000250
SWN,Southwestern Energy Company,"Oil, Gas & Consumable Fuels",7989674493
SWSS,Springwater Special Situations,Blank Check / SPAC,221782937
SWTX,Springworks Therapeutics,Biotechnology,2784964072
SWX,Southwest Gas Holdings,Gas Utilities,4738416052
SXC,SunCoke Energy,Metals & Mining,742382973
SXI,Standex International,Machinery,1222551076
SXT,Sensient Technologies,Chemicals,3527755211
SXTC,China SXT Pharmaceuticals,Personal Products,8149791
SY,So-Young International,Interactive Media & Services,208731600
SYBT,Stock Yards Bancorp,Banks,1542876110
SYBX,Synlogic,Biotechnology,168548400
SYF,Synchrony Financial,Consumer Finance,18145478633
SYK,Stryker,Health Care Equipment & Supplies,1.00978E+11
SYN,Synthetic Biologics,Biotechnology,45202359
SYNA,Synaptics,Semiconductors & Semiconductor Equipment,7884978150
SYNH,Syneos Health,Life Sciences Tools & Services,8436689383
SYNL,Synalloy,Metals & Mining,164087158
SYPR,Sypris Solutions,Auto Components,58856395
SYRS,Syros Pharmaceuticals,Biotechnology,73878775
SYTA,Siyata Mobile,Communications Equipment,16652875
SYY,Sysco,Food & Staples Retailing,41433046978
SZZL,Sizzle Acquisition,Blank Check / SPAC,216619647
T,"AT&T, Inc.",Diversified Telecommunication Services,1.69262E+11
TA,TravelCenters of America,Specialty Retail,637461917
TAC,TransAlta,Independent Power and Renewable Elect...,2814584059
TACA,Trepont Acquisition I,Blank Check / SPAC,289081239
TACT,TransAct Technologies,"Technology Hardware, Storage & Periph...",69821557
TAIT,Taitron Components,"Electronic Equipment, Instruments & C...",22936763
TAK,Takeda Pharmaceutical Company,Pharmaceuticals,44699734007
TAL,TAL Education Group,Diversified Consumer Services,2057169407
TALK,Talkspace,Medical Care Facilities,267914766
TALO,Talos Energy,"Oil, Gas & Consumable Fuels",1292908916
TALS,Talaris Therapeutics,Biotechnology,402583929
TANH,Tantech Holdings,Chemicals,7234329
TAOP,Taoping,IT Services,22184448
TAP,Molson Coors Beverage Company,Beverages,11593334766
TARA,Protara Therapeutics,Biotechnology,57497209
TARO,Taro Pharmaceutical Industries,Pharmaceuticals,1625922687
TARS,Tarsus Pharmaceuticals,Biotechnology,348323664
TASK,TaskUs,Information Technology Services,3748465401
TAST,Carrols Restaurant Group,"Hotels, Restaurants & Leisure",123316895
TATT,TAT Technologies,Aerospace & Defense,56664959
TAYD,Taylor Devices,Machinery,34621676
TBBK,The Bancorp,Banks,1626096615
TBCP,Thunder Bridge Capital Partners III,Blank Check / SPAC,518034430
TBI,TrueBlue,Professional Services,995598455
TBK,Triumph Bancorp,Banks,2366953405
TBLA,Taboola.com,Internet Content & Information,1227744636
TBLD,Thornburg Income Builder Opportunities Trust,n/a,548279671
TBLT,Toughbuilt Industries,"Textiles, Apparel & Luxury Goods",22562850
TBNK,Territorial Bancorp,Thrifts & Mortgage Finance,223571280
TBPH,Theravance Biopharma,Pharmaceuticals,725619324
TBSA,TB SA Acquisition,Blank Check / SPAC,244499999
TC,TuanChe,Internet Content & Information,41443822
TCAC,Tuatara Capital Acquisition,Blank Check / SPAC,246999990
TCBC,TC Bancshares,Banks-Regional,63862974
TCBI,Texas Capital Bancshares,Banks,2905095421
TCBK,TriCo Bancshares,Banks,1354230912
TCBP,TC BioPharm (Holdings),Biotechnology,40123512
TCBS,Texas Community Bancshares,Banks-Regional,61835542
TCBX,Third Coast Bancshares,Banks-Regional,310528656
TCDA,Tricida,Pharmaceuticals,455364984
TCFC,The Community Financial Corporation,Banks,230107742
TCI,Transcontinental Realty Investors,Real Estate Management & Development,337192620
TCMD,Tactile Systems Technology,Health Care Equipment & Supplies,401712192
TCN,Tricon Residential,Real Estate Services,4322155007
TCOA,Trajectory Alpha Acquisition,Blank Check / SPAC,210450000
TCOM,Trip.com Group,Internet & Direct Marketing Retail,15586857980
